803753139706937344,  Trump scams Canadians with worthless hotel.    Bankrupt in 3 years. Glass falling on street
803753140570857472,Seems legit. 
803753141497778176,U kno what Donald Trump is such a flip flopping fuck head can anyone really nail down his position
803753141745360896,Top story: Donald J. Trump - President-elect Donald J. Trump today... | Facebook  see more 
803753142462676992,Criminalize versus taking away ones citizenship. Clinton was pandering. Trump goes over line.   
803753143188135936,Impossibly sad and inevitably true. 
803753142424891392,Here are #282OfTrumpsCampaignPromises! 
803753143691378688,Trump figures if he ignores global warming it'll get too hot in Mexico and the jobs will come back up north. He is bigly smart.
803753143905304576,"Top story: Journalists in the age of Trump: Lose the smugness, keep the mission…  see more "
803753143767093248,newstalkflorida: Donald Trump doesn't need the media to get his message across: 
803753144811450369,Donald Trump look like a block of ham with horse hair stapled to it
803753145990049792,"As part of his pledge to represent all Americans, Donald Trump has resurrected George Wallace to serve as his Attorney General"
803753144471744513, #Recount2016 #Imwithher #uniteblue #trumptrain  setting agenda USA for 18mo… 
803753146854047744,"  They only know talking points and don't think for themselves. Well Trump is bad because, hey let me hit that spliff"
803753147063668736,"There are 3,141 counties in the United States.

    Trump won 3,084 of them.
    Clinton won 57.

    There are... "
803753148636692488,Did trumpy see his tax returns 
803753148653256704,And who will also get in on the grift themselves (possibly even undermining Trump's grift) 
